id,name,autonomous_community,province,municipality,restriction_type,restriction_class,status,confidence,effect_start,effect_end,effect_date,effect_time_note,description,affected_transport_modes,affected_modes,exemptions,road_code,road_location_reference,road_reference,direction,planning_relevance,geometry_quality,map_query,source_urls,source_publisher,source_publishers,verification_timestamp,last_verified,notes
gal-lu-08,Miradoiro de Tixoso,Galicia,Lugo,O Vicedo,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Miradoiro de Tixoso, O Vicedo, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-lu-09,Ponte do Río Sor,Galicia,Lugo,O Vicedo,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Ponte do Río Sor, O Vicedo, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-lu-10,Miradoiro das Laxes,Galicia,Lugo,O Vicedo,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Miradoiro das Laxes, O Vicedo, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-lu-11,Ponte do Porto,Galicia,Lugo,O Vicedo,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Ponte do Porto, O Vicedo, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-lu-12,Miradoiro de Moreiras,Galicia,Lugo,O Vicedo,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Miradoiro de Moreiras, O Vicedo, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-lu-13,Fuciño do Porco,Galicia,Lugo,O Vicedo,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Fuciño do Porco, O Vicedo, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-lu-14,Zona próxima á Ermida de San Marcos,Galicia,Lugo,Sarria,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Zona próxima á Ermida de San Marcos, Sarria, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-lu-15,Acantilados de Papel,Galicia,Lugo,Xove,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Acantilados de Papel, Xove, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-lu-16,Punta da Mansa,Galicia,Lugo,Xove,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Punta da Mansa, Xove, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-lu-17,Faro Roncadoiro,Galicia,Lugo,Xove,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Faro Roncadoiro, Xove, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-lu-catedrais-01,Praia das Catedrais Natural Monument,Galicia,Lugo,Ribadeo,natural_monument_access_closure,natural_monument_access_closure,confirmed,high,2026-08-12T00:00:00+02:00,2026-08-13T07:30:00+02:00,2026-08-12,,Public access to the Natural Monument is restricted for all of 12 August and until 07:30 on 13 August due to expected extraordinary eclipse visitation.,pedestrian;public_access;eclipse_observation,pedestrian;public_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Praia das Catedrais Natural Monument, Ribadeo, Spain",https://ascatedrais.xunta.gal/monatr/inicio?lang=es,Xunta de Galicia,Xunta de Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
gal-ou-01,Pista de montaña no Miradoiro de San Martín,Galicia,Ourense,A Rúa,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Pista de montaña no Miradoiro de San Martín, A Rúa, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-po-01,Xestoso,Galicia,Pontevedra,Silleda,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Xestoso, Silleda, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-po-02,Fervenza do Toxa,Galicia,Pontevedra,Silleda,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Fervenza do Toxa, Silleda, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-po-03,Monte da Guía,Galicia,Pontevedra,Vigo,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Monte da Guía, Vigo, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-valdovino-baleo-veiga-01,Estrada da Costa O Baleo–A Veiga,Galicia,A Coruña,Valdoviño,motor_vehicle_access_restriction,motor_vehicle_access_restriction,confirmed,high,,,2026-08-12,,Vehicle access is limited on 12 August except for emergency or authorized vehicles.,motor_vehicle,motor_vehicle,emergency vehicles;authorized vehicles,,Estrada da Costa between O Baleo and A Veiga (Pantín),Estrada da Costa between O Baleo and A Veiga (Pantín),,coastal_vehicle_access_restricted,authority_named_place_no_boundary,"Estrada da Costa O Baleo–A Veiga, Valdoviño, Spain",https://www.concellodevaldovino.com/?p=27214,Concello de Valdoviño,Concello de Valdoviño,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
gal-valdovino-bathing-01,Valdoviño beaches,Galicia,A Coruña,Valdoviño,bathing_prohibition,bathing_prohibition,confirmed,high,,,2026-08-12,,Bathing is prohibited during the eclipse except in areas expressly enabled by the lifesaving service.,bathing,bathing,,,,,,beach_use_restricted,authority_named_place_no_boundary,"Valdoviño beaches, Valdoviño, Spain",https://www.concellodevaldovino.com/?p=27214,Concello de Valdoviño,Concello de Valdoviño,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
gal-valdovino-campelo-01,Accesses to Campelo batteries,Galicia,A Coruña,Valdoviño,motor_vehicle_access_restriction,motor_vehicle_access_restriction,confirmed,high,,,2026-08-12,,Vehicle access is limited on 12 August except for emergency or authorized vehicles.,motor_vehicle,motor_vehicle,emergency vehicles;authorized vehicles,,accesses to the Campelo batteries,accesses to the Campelo batteries,,coastal_vehicle_access_restricted,authority_named_place_no_boundary,"Accesses to Campelo batteries, Valdoviño, Spain",https://www.concellodevaldovino.com/?p=27214,Concello de Valdoviño,Concello de Valdoviño,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
gal-valdovino-cliffs-01,Valdoviño cliff zones,Galicia,A Coruña,Valdoviño,pedestrian_cliff_access_ban,pedestrian_cliff_access_ban,confirmed,high,,,2026-08-12,,Pedestrians may not approach cliff zones and may not leave existing accesses except in expressly authorized areas.,pedestrian,pedestrian,,,,,,cliff_viewpoints_restricted,authority_named_place_no_boundary,"Valdoviño cliff zones, Valdoviño, Spain",https://www.concellodevaldovino.com/?p=27214,Concello de Valdoviño,Concello de Valdoviño,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
gal-valdovino-coastalpaths-01,"Coastal roads/paths to Punta Frouxeira, Porto Carrizo, O Baleo and Punta Chirlateira",Galicia,A Coruña,Valdoviño,motor_vehicle_access_restriction,motor_vehicle_access_restriction,confirmed,high,,,2026-08-12,,Vehicle access is limited on 12 August except for emergency or authorized vehicles.,motor_vehicle,motor_vehicle,emergency vehicles;authorized vehicles,,"roads, paths and trails to coastal spaces, especially Punta Frouxeira, Porto Carrizo, O Baleo and Punta Chirlateira","roads, paths and trails to coastal spaces, especially Punta Frouxeira, Porto Carrizo, O Baleo and Punta Chirlateira",,coastal_vehicle_access_restricted,authority_named_place_no_boundary,"Coastal roads/paths to Punta Frouxeira, Porto Carrizo, O Baleo and Punta Chirlateira, Valdoviño, Spain",https://www.concellodevaldovino.com/?p=27214,Concello de Valdoviño,Concello de Valdoviño,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
gal-valdovino-frouxeira-road-01,Punta Frouxeira lighthouse access from Mourillá,Galicia,A Coruña,Valdoviño,motor_vehicle_access_restriction,motor_vehicle_access_restriction,confirmed,high,,,2026-08-12,,Vehicle access is limited on 12 August except for emergency or authorized vehicles.,motor_vehicle,motor_vehicle,emergency vehicles;authorized vehicles,,access to Faro de Punta Frouxeira from Praia de Mourillá,access to Faro de Punta Frouxeira from Praia de Mourillá,,coastal_vehicle_access_restricted,authority_named_place_no_boundary,"Punta Frouxeira lighthouse access from Mourillá, Valdoviño, Spain",https://www.concellodevaldovino.com/?p=27214,Concello de Valdoviño,Concello de Valdoviño,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
gal-valdovino-ladeira-marnela-01,Estrada da Costa A Ladeira–Marnela,Galicia,A Coruña,Valdoviño,motor_vehicle_access_restriction,motor_vehicle_access_restriction,confirmed,high,,,2026-08-12,,Vehicle access is limited on 12 August except for emergency or authorized vehicles.,motor_vehicle,motor_vehicle,emergency vehicles;authorized vehicles,,Estrada da Costa between A Ladeira (Valdoviño) and Marnela (Pantín),Estrada da Costa between A Ladeira (Valdoviño) and Marnela (Pantín),,coastal_vehicle_access_restricted,authority_named_place_no_boundary,"Estrada da Costa A Ladeira–Marnela, Valdoviño, Spain",https://www.concellodevaldovino.com/?p=27214,Concello de Valdoviño,Concello de Valdoviño,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
gal-valdovino-military-01,Old military structures at Campelo and below Faro Punta Frouxeira,Galicia,A Coruña,Valdoviño,site_access_prohibited,site_access_prohibited,confirmed,high,,,2026-08-12,,Approach to the former military structures at Campelo and below Punta Frouxeira lighthouse is prohibited.,pedestrian,pedestrian,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Old military structures at Campelo and below Faro Punta Frouxeira, Valdoviño, Spain",https://www.concellodevaldovino.com/?p=27214,Concello de Valdoviño,Concello de Valdoviño,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
gal-valdovino-parking-01,Valdoviño coastal parking,Galicia,A Coruña,Valdoviño,parking_restriction,parking_restriction,confirmed,high,,,2026-08-12,,"Parking outside designated areas, especially road margins without marked parking space, is prohibited; overnight stays in parking areas are also prohibited.",parking;motorhome;campervan,parking;motorhome;campervan,,,,,,informal_parking_unavailable,authority_named_place_no_boundary,"Valdoviño coastal parking, Valdoviño, Spain",https://www.concellodevaldovino.com/?p=27214,Concello de Valdoviño,Concello de Valdoviño,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
mad-buitrago-riosequillo-01,Área Recreativa de Riosequillo eclipse festival,Comunidad de Madrid,Madrid,Buitrago del Lozoya,ticketed_capacity_access,ticketed_capacity_access,confirmed,high,2026-08-12T11:00:00+02:00,2026-08-12T21:00:00+02:00,2026-08-12,,"Only holders of a physical event ticket are admitted; tickets are sold out, and validated tickets cannot be reused for re-entry.",public_entry,public_entry,,,,,,official_viewing_site_sold_out,authority_named_place_no_boundary,"Área Recreativa de Riosequillo eclipse festival, Buitrago del Lozoya, Spain",https://www.buitrago.org/inicio/agenda/436-festival-del-eclipse/2026-08-12-17-00;https://turismo.buitrago.org/product/festival-del-eclipse-12-de-agosto/,Ayuntamiento de Buitrago del Lozoya / Turismo Buitrago,Ayuntamiento de Buitrago del Lozoya / Turismo Buitrago,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
mad-soto-cabezuela-01,Finca La Cabezuela eclipse event,Comunidad de Madrid,Madrid,Soto del Real,vehicle_access_prohibition,vehicle_access_prohibition,confirmed,high,2026-08-12T18:30:00+02:00,2026-08-12T21:00:00+02:00,2026-08-12,,Vehicle access to the observation enclosure is strictly prohibited; event registration is free but mandatory until capacity.,motor_vehicle;public_entry,motor_vehicle;public_entry,,,,,,event_site_foot_access_and_registration_only,authority_named_place_no_boundary,"Finca La Cabezuela eclipse event, Soto del Real, Spain",https://www.ayto-sotodelreal.es/event/observacion-eclipse-solar-total/,Ayuntamiento de Soto del Real,Ayuntamiento de Soto del Real,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
mad-tc-01,Finca de Valdeloshielos,Comunidad de Madrid,Madrid,Tres Cantos,motor_vehicle_access_restriction,motor_vehicle_access_restriction,reported_confirmed,medium,,,2026-08-12,,The organized eclipse activities were cancelled because of wildfire risk; vehicle access to the estate is restricted. Do not interpret this record as a confirmed blanket pedestrian closure.,motor_vehicle,motor_vehicle,,,,,,organized_event_cancelled_vehicle_access_restricted,authority_named_place_no_boundary,"Finca de Valdeloshielos, Tres Cantos, Spain",https://elpais.com/espana/madrid/2026-08-07/tres-cantos-cancela-las-actividades-del-eclipse-solar-y-una-plataforma-pide-que-no-se-celebren-en-la-sierra-norte.html,EL PAÍS reporting Ayuntamiento de Tres Cantos,EL PAÍS reporting Ayuntamiento de Tres Cantos,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
nav-bardenas-01,Bardenas Reales Parque Natural y Reserva de la Biosfera,Navarra,Navarra,Arguedas/Tudela area,natural_area_public_access_closure,natural_area_public_access_closure,confirmed,high,2026-08-12T18:00:00+02:00,,2026-08-12,,The managing Community of Bardenas Reales prohibits public access to the natural area from 18:00 on eclipse day.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable_from_18_00,protected_area_boundary_not_embedded,"Bardenas Reales Parque Natural y Reserva de la Biosfera, Arguedas/Tudela area, Spain",https://bardenasreales.es/,Comunidad de Bardenas Reales de Navarra,Comunidad de Bardenas Reales de Navarra,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,Published 4 Aug. This is distinct from ticketed official Navarra observation facilities carrying the Bardenas name.
navarra-hgv-01,Public road network of Navarra,Navarra,Navarra,,heavy_goods_vehicle_circulation_ban,heavy_goods_vehicle_circulation_ban,confirmed,high,2026-08-12T17:00:00+02:00,2026-08-12T23:59:00+02:00,2026-08-12,,"Goods vehicles or combinations over 7,500 kg MMA/MMC may not circulate on Navarra public roads.",goods_vehicle_over_7500kg,goods_vehicle_over_7500kg,AP-68 km 162.56–166.85 and km 201.62–236.98 both directions;animals/emergency/fuel and other published exemptions,,,,,passenger_cars_not_directly_restricted,authority_named_place_no_boundary,"Public road network of Navarra, Navarra, Spain",https://navarramasvoluntaria.navarra.es/es/noticias/el-dispositivo-de-seguridad-desplegado-para-el-dia-del-eclipse-en-navarra-estara-formado-por-1-165-personas,Gobierno de Navarra,Gobierno de Navarra,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
pv-bi-gaztelugatxe-01,San Juan de Gaztelugatxe,País Vasco / Euskadi,Bizkaia,Bermeo/Bakio,site_access_closure,site_access_closure,reported_confirmed,high,,,2026-08-12,"All accesses close during the afternoon, several hours before the eclipse; exact clock time not published.",Diputación de Bizkaia sources confirm closure of all accesses to Gaztelugatxe on the afternoon of 12 August.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"San Juan de Gaztelugatxe, Bermeo/Bakio, Spain",https://cadenaser.com/euskadi/2026/08/06/acceso-cerrado-a-gaztelugatxe-la-tarde-del-eclipse-solar-radio-bilbao/,Cadena SER Radio Bilbao quoting Diputación Foral de Bizkaia,Cadena SER Radio Bilbao quoting Diputación Foral de Bizkaia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
pv-bi-gorbeia-01,Gorbeia Natural Park (Bizkaia side),País Vasco / Euskadi,Bizkaia,,access_controls_announced,access_controls_announced,reported_confirmed,medium,,,2026-08-12,"Controls are announced for eclipse afternoon; exact roads, checkpoints and times were not published in the located report.","Bizkaia natural parks are reported to have access controls on eclipse day, with particular attention to Gorbeia. This is not recorded as a blanket park closure; park visitor centres are reported to remain open normally.",vehicle_access;public_access,vehicle_access;public_access,,,Gorbeia Natural Park approaches (Bizkaia side),Gorbeia Natural Park approaches (Bizkaia side),,access_controls_expected_not_blanket_closure,protected_area_named_no_control_geometry,"Gorbeia Natural Park, Bizkaia, Spain",https://cadenaser.com/euskadi/2026/08/06/acceso-cerrado-a-gaztelugatxe-la-tarde-del-eclipse-solar-radio-bilbao/,Cadena SER Radio Bilbao reporting Diputación Foral de Bizkaia,Cadena SER Radio Bilbao reporting Diputación Foral de Bizkaia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,Do not interpret as a closure: the same reporting says Bizkaia park visitor centres operate normally.
rioja-forest-01,All forest land in La Rioja,La Rioja,La Rioja,,internal_combustion_motor_vehicle_ban,internal_combustion_motor_vehicle_ban,reported_government_measure,medium_high,2026-08-12T15:00:00+02:00,2026-08-13T07:00:00+02:00,2026-08-12,,Internal-combustion motor vehicles may not circulate on forest land.,petrol_vehicle;diesel_vehicle;internal_combustion_motorcycle,petrol_vehicle;diesel_vehicle;internal_combustion_motorcycle,access to inhabited settlements;surveillance services;designated observation points;other published exemptions,,,,,forest_and_mountain_car_access_prohibited,regionwide_legal_land_class_no_polygon_attached,"All forest land in La Rioja, La Rioja, Spain",https://web.larioja.org/eclipse/;https://cadenaser.com/rioja/2026/07/30/el-gobierno-de-la-rioja-lanza-varias-medidas-extraordinarias-para-evitar-incendios-el-dia-del-eclipse-radio-rioja/,Gobierno de La Rioja;Cadena SER Radio Rioja,Gobierno de La Rioja;Cadena SER Radio Rioja,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
